,time,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max
0,1950-11-15,42.9,37.8,0.008,0.008,0.0,12.7,23.5
1,1950-11-16,39.3,32.5,0.0,0.0,0.0,9.5,18.1
2,1950-11-17,38.8,32.2,0.0,0.0,0.0,7.8,11.6
3,1950-11-18,41.7,32.3,0.008,0.008,0.0,10.0,20.8
4,1950-11-19,40.0,32.3,0.016,0.016,0.0,13.4,25.3
5,1950-11-20,43.1,35.0,0.181,0.181,0.0,11.0,20.6
6,1950-11-21,42.7,35.0,0.0,0.0,0.0,11.6,20.8
7,1950-11-22,48.5,36.9,0.02,0.02,0.0,9.7,17.2
8,1950-11-23,43.6,38.7,0.047,0.047,0.0,13.2,26.4
9,1950-11-24,45.7,36.8,0.031,0.031,0.0,12.4,23.5
10,1950-11-25,42.3,37.3,0.091,0.091,0.0,5.7,11.6
11,1950-11-26,40.5,35.7,0.028,0.028,0.0,10.0,17.9
12,1950-11-27,40.0,28.6,0.0,0.0,0.0,13.6,23.7
13,1950-11-28,49.4,31.7,0.445,0.445,0.0,16.9,31.8
14,1950-11-29,51.2,39.6,0.205,0.205,0.0,17.1,35.8
15,1950-11-30,44.1,38.6,0.0,0.0,0.0,14.3,28.0
16,1950-12-01,49.5,42.3,0.24,0.24,0.0,19.6,36.0
17,1950-12-02,46.3,34.5,0.122,0.118,0.028,18.5,40.3
18,1950-12-03,36.9,32.7,0.28,0.142,0.965,11.2,25.7
19,1950-12-04,35.7,27.3,0.043,0.02,0.165,16.8,30.0
20,1950-12-05,33.6,27.3,0.008,0.0,0.055,13.9,25.5
21,1950-12-06,35.6,29.0,0.0,0.0,0.0,14.4,31.1
22,1950-12-07,33.0,23.5,0.0,0.0,0.0,8.8,17.9
23,1950-12-08,33.8,24.7,0.0,0.0,0.0,8.3,16.1
24,1950-12-09,34.4,32.3,0.028,0.004,0.165,3.2,6.7
25,1950-12-10,34.6,28.8,0.0,0.0,0.0,8.7,15.9
26,1950-12-11,35.3,28.4,0.079,0.012,0.469,10.5,20.1
27,1950-12-12,36.7,31.3,0.0,0.0,0.0,9.3,19.0
28,1950-12-13,34.6,25.5,0.047,0.031,0.11,10.0,18.3
29,1950-12-14,36.1,24.4,0.004,0.004,0.0,7.6,13.6
30,1950-12-15,35.1,26.3,0.0,0.0,0.0,7.0,13.6
31,1950-12-16,35.0,25.1,0.028,0.004,0.165,8.3,16.6
32,1950-12-17,32.8,21.6,0.024,0.0,0.165,11.0,19.2
33,1950-12-18,28.8,20.9,0.0,0.0,0.0,6.7,9.8
34,1950-12-19,34.3,21.2,0.122,0.039,0.579,14.2,24.4
35,1950-12-20,35.9,31.4,0.012,0.012,0.0,9.7,17.4
36,1950-12-21,32.6,28.0,0.0,0.0,0.0,7.5,13.4
37,1950-12-22,31.7,21.8,0.0,0.0,0.0,11.0,18.3
38,1950-12-23,33.8,23.8,0.0,0.0,0.0,6.3,10.7
39,1950-12-24,31.2,27.5,0.0,0.0,0.0,5.6,9.6
40,1950-12-25,33.3,29.1,0.0,0.0,0.0,9.2,16.3
41,1950-12-26,32.3,30.3,0.012,0.0,0.083,12.8,23.3
42,1950-12-27,30.4,16.7,0.0,0.0,0.0,13.1,25.3
43,1950-12-28,22.2,12.2,0.0,0.0,0.0,9.5,16.8
44,1950-12-29,18.1,6.2,0.0,0.0,0.0,6.7,11.4
45,1950-12-30,13.9,2.6,0.0,0.0,0.0,6.6,10.3
46,1950-12-31,15.5,-1.0,0.0,0.0,0.0,7.8,13.0
47,1951-01-01,31.4,5.1,0.012,0.0,0.083,11.1,20.6
48,1951-01-02,29.4,15.7,0.0,0.0,0.0,10.1,17.9
49,1951-01-03,32.4,16.1,0.016,0.004,0.083,10.1,19.2
50,1951-01-04,36.1,29.6,0.0,0.0,0.0,9.5,18.1
51,1951-01-05,42.7,31.7,0.193,0.193,0.0,14.8,26.8
52,1951-01-06,42.2,34.7,0.059,0.059,0.0,12.0,22.6
53,1951-01-07,43.7,37.0,0.224,0.224,0.0,24.6,56.6
54,1951-01-08,39.2,35.6,0.043,0.043,0.0,18.5,35.6
55,1951-01-09,39.4,33.0,0.122,0.122,0.0,18.9,35.3
56,1951-01-10,37.3,28.9,0.008,0.008,0.0,12.0,22.1
57,1951-01-11,42.5,37.6,0.13,0.13,0.0,14.9,28.0
58,1951-01-12,47.0,30.8,0.039,0.039,0.0,12.0,22.8
59,1951-01-13,39.8,32.6,0.0,0.0,0.0,10.5,20.4
60,1951-01-14,41.3,36.9,0.142,0.142,0.0,13.3,26.2
61,1951-01-15,40.8,34.9,0.39,0.366,0.165,13.2,23.3
62,1951-01-16,36.9,30.4,0.008,0.008,0.0,12.7,24.6
63,1951-01-17,40.7,32.6,0.524,0.22,2.122,15.6,30.0
64,1951-01-18,40.3,37.9,0.358,0.358,0.0,12.1,21.3
65,1951-01-19,39.5,34.8,0.142,0.142,0.0,15.2,27.3
66,1951-01-20,40.1,29.9,0.016,0.016,0.0,16.7,33.1
67,1951-01-21,32.0,22.4,0.0,0.0,0.0,13.0,24.8
68,1951-01-22,35.5,23.8,0.035,0.016,0.138,8.4,17.7
69,1951-01-23,37.0,32.3,0.087,0.063,0.165,6.5,13.9
70,1951-01-24,32.7,23.0,0.039,0.004,0.248,11.7,21.7
71,1951-01-25,25.8,20.6,0.0,0.0,0.0,13.0,26.2
72,1951-01-26,28.7,22.9,0.008,0.0,0.055,7.8,16.8
73,1951-01-27,37.4,25.9,0.004,0.004,0.0,10.7,22.4
74,1951-01-28,32.8,27.7,0.0,0.0,0.0,10.5,21.9
75,1951-01-29,40.4,24.8,0.0,0.0,0.0,7.4,13.6
76,1951-01-30,30.5,23.0,0.0,0.0,0.0,8.5,16.3
77,1951-01-31,29.7,22.2,0.0,0.0,0.0,9.7,20.1
78,1951-02-01,32.6,24.9,0.012,0.004,0.055,6.0,13.4
79,1951-02-02,29.5,15.6,0.0,0.0,0.0,11.9,23.3
80,1951-02-03,28.9,17.4,0.0,0.0,0.0,11.8,23.9
81,1951-02-04,37.8,27.0,0.0,0.0,0.0,13.4,25.3
82,1951-02-05,40.4,30.0,0.02,0.02,0.0,11.7,21.7
83,1951-02-06,44.0,27.9,0.0,0.0,0.0,7.1,14.8
84,1951-02-07,45.2,27.7,0.0,0.0,0.0,5.9,9.4
85,1951-02-08,45.0,27.6,0.0,0.0,0.0,11.4,19.5
86,1951-02-09,50.5,30.0,0.0,0.0,0.0,10.6,19.5
87,1951-02-10,44.5,28.9,0.0,0.0,0.0,10.0,18.8
88,1951-02-11,44.4,28.7,0.0,0.0,0.0,9.8,18.3
89,1951-02-12,44.1,29.0,0.0,0.0,0.0,10.0,17.7
90,1951-02-13,39.5,33.1,0.039,0.035,0.028,11.1,19.5
91,1951-02-14,34.6,32.1,0.378,0.126,1.764,10.0,18.8
92,1951-02-15,39.4,31.6,0.0,0.0,0.0,3.5,6.9
93,1951-02-16,40.5,32.1,0.004,0.004,0.0,6.1,11.2
94,1951-02-17,44.1,32.9,0.248,0.248,0.0,16.1,30.9
95,1951-02-18,42.7,33.4,0.138,0.126,0.083,17.5,32.9
96,1951-02-19,45.8,32.9,0.051,0.051,0.0,12.1,24.6
97,1951-02-20,44.0,36.5,0.071,0.071,0.0,12.4,26.2
98,1951-02-21,46.7,32.8,0.063,0.063,0.0,13.9,27.5
99,1951-02-22,43.1,30.9,0.067,0.031,0.248,13.3,23.9
100,1951-02-23,41.3,34.8,0.035,0.031,0.028,13.9,25.7
101,1951-02-24,43.6,26.4,0.012,0.012,0.0,8.7,18.1
102,1951-02-25,43.4,27.4,0.004,0.0,0.028,7.2,15.0
103,1951-02-26,40.0,27.8,0.004,0.0,0.028,6.8,13.6
104,1951-02-27,38.9,29.7,0.063,0.039,0.165,9.6,20.4
105,1951-02-28,34.1,28.5,0.0,0.0,0.0,11.6,23.5
106,1951-03-01,35.4,24.7,0.091,0.024,0.469,12.3,23.3
107,1951-03-02,37.6,26.0,0.043,0.004,0.276,10.6,20.8
108,1951-03-03,34.0,20.7,0.0,0.0,0.0,10.4,21.7
109,1951-03-04,34.9,21.4,0.0,0.0,0.0,7.9,16.3
110,1951-03-05,29.0,23.3,0.012,0.0,0.083,4.7,11.2
111,1951-03-06,34.1,23.2,0.0,0.0,0.0,5.3,9.8
112,1951-03-07,38.6,25.1,0.0,0.0,0.0,13.4,26.2
113,1951-03-08,37.5,28.6,0.0,0.0,0.0,16.3,32.0
114,1951-03-09,34.1,28.1,0.0,0.0,0.0,14.7,28.6
115,1951-03-10,32.4,26.6,0.0,0.0,0.0,10.9,20.4
116,1951-03-11,38.2,26.9,0.012,0.012,0.0,11.5,24.8
117,1951-03-12,46.9,31.1,0.031,0.031,0.0,12.9,24.4
118,1951-03-13,52.9,34.6,0.008,0.008,0.0,12.0,21.0
119,1951-03-14,53.4,38.8,0.02,0.02,0.0,14.5,27.3
120,1951-03-15,49.1,35.4,0.094,0.094,0.0,18.9,45.6
121,1951-03-16,42.7,35.6,0.028,0.028,0.0,12.8,23.7
122,1951-03-17,50.4,37.4,0.283,0.283,0.0,13.0,24.8
123,1951-03-18,59.3,44.0,0.185,0.185,0.0,15.8,35.6
124,1951-03-19,51.7,30.8,0.169,0.169,0.0,17.7,33.8
125,1951-03-20,42.2,27.1,0.028,0.024,0.028,15.1,33.3
126,1951-03-21,41.1,27.7,0.0,0.0,0.0,17.6,33.8
127,1951-03-22,46.1,32.2,0.386,0.291,0.661,18.3,34.2
128,1951-03-23,47.6,37.4,0.295,0.295,0.0,18.5,34.4
129,1951-03-24,46.9,27.9,0.043,0.043,0.0,19.7,39.4
130,1951-03-25,41.6,27.0,0.031,0.024,0.055,8.1,17.2
131,1951-03-26,44.2,30.1,0.059,0.035,0.165,18.8,36.0
132,1951-03-27,46.9,32.5,0.248,0.205,0.303,20.8,39.6
133,1951-03-28,43.2,29.9,0.071,0.051,0.138,23.8,45.6
134,1951-03-29,42.9,25.4,0.051,0.047,0.028,10.2,20.1
135,1951-03-30,47.6,29.6,0.0,0.0,0.0,7.6,15.9
136,1951-03-31,49.5,28.6,0.0,0.0,0.0,7.9,17.0
137,1951-04-01,49.6,37.7,0.004,0.004,0.0,12.3,25.9
138,1951-04-02,55.0,36.3,0.028,0.028,0.0,12.9,28.9
139,1951-04-03,50.2,30.2,0.012,0.012,0.0,12.8,28.2
140,1951-04-04,54.3,39.4,0.035,0.035,0.0,11.6,24.4
141,1951-04-05,53.8,33.2,0.0,0.0,0.0,11.4,24.4
142,1951-04-06,53.9,41.5,0.0,0.0,0.0,9.8,21.3
143,1951-04-07,64.3,46.9,0.035,0.035,0.0,12.9,29.8
144,1951-04-08,54.1,36.8,0.035,0.035,0.0,14.6,32.4
145,1951-04-09,54.8,41.8,0.071,0.071,0.0,12.7,28.6
146,1951-04-10,49.5,41.4,0.22,0.22,0.0,16.5,38.7
147,1951-04-11,46.9,32.7,0.039,0.039,0.0,17.9,33.8
148,1951-04-12,48.3,37.3,0.0,0.0,0.0,10.6,20.4
149,1951-04-13,57.5,38.6,0.004,0.004,0.0,17.1,33.3
150,1951-04-14,51.1,30.7,0.106,0.106,0.0,13.2,29.5
151,1951-04-15,48.4,34.3,0.0,0.0,0.0,13.2,27.5
152,1951-04-16,57.7,40.4,0.035,0.035,0.0,14.2,28.4
153,1951-04-17,50.1,33.9,0.028,0.028,0.0,17.5,35.8
154,1951-04-18,53.2,38.6,0.0,0.0,0.0,6.8,15.2
155,1951-04-19,58.2,29.6,0.0,0.0,0.0,12.2,22.4
156,1951-04-20,52.3,37.5,0.008,0.008,0.0,5.9,15.2
157,1951-04-21,49.7,29.2,0.063,0.063,0.0,9.5,21.5
158,1951-04-22,52.2,30.8,0.0,0.0,0.0,7.9,20.1
159,1951-04-23,56.5,34.1,0.0,0.0,0.0,7.3,11.9
160,1951-04-24,60.4,35.4,0.0,0.0,0.0,8.2,17.9
161,1951-04-25,69.9,49.3,0.0,0.0,0.0,9.1,17.4
162,1951-04-26,72.6,50.2,0.0,0.0,0.0,10.5,21.9
163,1951-04-27,63.8,44.2,0.244,0.244,0.0,9.9,18.6
164,1951-04-28,52.9,44.1,0.122,0.122,0.0,7.3,15.7
165,1951-04-29,46.6,43.5,0.35,0.35,0.0,6.3,12.1
166,1951-04-30,49.3,39.8,0.319,0.319,0.0,7.6,13.2
167,1951-05-01,59.0,43.6,0.0,0.0,0.0,10.4,19.0
168,1951-05-02,60.1,51.6,0.0,0.0,0.0,13.4,25.7
169,1951-05-03,63.0,48.4,0.004,0.004,0.0,11.3,22.1
170,1951-05-04,64.1,50.3,0.087,0.087,0.0,11.2,22.8
171,1951-05-05,59.1,47.6,0.402,0.402,0.0,7.8,16.1
172,1951-05-06,50.2,46.5,0.142,0.142,0.0,7.3,15.0
173,1951-05-07,62.8,49.9,0.0,0.0,0.0,9.4,19.7
174,1951-05-08,58.8,48.7,0.146,0.146,0.0,14.4,32.4
175,1951-05-09,62.8,48.7,0.016,0.016,0.0,13.5,25.1
176,1951-05-10,54.8,42.2,0.0,0.0,0.0,18.8,34.2
177,1951-05-11,50.0,35.1,0.0,0.0,0.0,17.5,34.7
178,1951-05-12,58.7,39.3,0.0,0.0,0.0,6.9,14.3
179,1951-05-13,59.9,45.7,0.055,0.055,0.0,8.2,19.0
180,1951-05-14,54.4,43.7,0.024,0.024,0.0,10.4,21.3
181,1951-05-15,52.4,43.2,0.012,0.012,0.0,11.7,23.5
182,1951-05-16,53.1,38.9,0.024,0.024,0.0,7.5,16.8
183,1951-05-17,62.0,44.7,0.063,0.063,0.0,11.8,26.2
184,1951-05-18,63.8,50.4,0.004,0.004,0.0,12.9,25.9
185,1951-05-19,66.5,53.4,0.201,0.201,0.0,11.6,31.5
186,1951-05-20,69.1,49.2,0.106,0.106,0.0,8.3,18.3
187,1951-05-21,67.8,52.1,0.256,0.256,0.0,10.0,17.4
188,1951-05-22,63.5,50.0,0.016,0.016,0.0,10.1,19.7
189,1951-05-23,65.8,48.2,0.102,0.102,0.0,9.0,22.4
190,1951-05-24,60.9,45.5,0.004,0.004,0.0,8.4,20.1
191,1951-05-25,64.8,46.4,0.031,0.031,0.0,13.2,24.4
192,1951-05-26,55.6,46.3,0.024,0.024,0.0,13.7,25.7
193,1951-05-27,67.4,51.8,0.217,0.217,0.0,12.7,23.9
194,1951-05-28,62.7,48.6,0.106,0.106,0.0,18.1,38.0
195,1951-05-29,49.4,39.5,0.024,0.024,0.0,17.9,33.6
196,1951-05-30,56.7,37.7,0.004,0.004,0.0,7.7,18.1
197,1951-05-31,62.2,44.0,0.0,0.0,0.0,8.4,16.8
198,1951-06-01,66.4,46.8,0.0,0.0,0.0,9.6,21.3
199,1951-06-02,70.8,54.1,0.0,0.0,0.0,7.3,16.6
200,1951-06-03,72.4,54.2,0.035,0.035,0.0,6.6,14.8
201,1951-06-04,70.8,54.1,0.386,0.386,0.0,5.4,18.3
202,1951-06-05,66.2,54.8,0.374,0.374,0.0,6.1,14.3
203,1951-06-06,71.6,52.6,0.134,0.134,0.0,9.4,16.8
204,1951-06-07,63.7,50.3,0.016,0.016,0.0,9.4,20.8
205,1951-06-08,61.9,46.9,0.0,0.0,0.0,12.2,21.9
206,1951-06-09,63.3,44.4,0.0,0.0,0.0,10.3,21.7
207,1951-06-10,63.5,50.3,0.24,0.24,0.0,10.5,20.8
208,1951-06-11,62.3,47.0,0.043,0.043,0.0,11.9,24.2
209,1951-06-12,72.4,58.0,0.453,0.453,0.0,11.4,20.4
210,1951-06-13,66.5,53.7,0.039,0.039,0.0,13.7,29.1
211,1951-06-14,73.4,54.2,0.0,0.0,0.0,8.7,20.6
212,1951-06-15,79.0,62.3,0.142,0.142,0.0,7.9,15.2
213,1951-06-16,71.1,58.2,0.063,0.063,0.0,6.9,14.5
214,1951-06-17,75.5,62.6,0.28,0.28,0.0,8.7,19.9
215,1951-06-18,76.1,57.0,0.394,0.394,0.0,13.2,23.9
216,1951-06-19,67.1,53.3,0.004,0.004,0.0,13.6,26.2
217,1951-06-20,67.6,51.0,0.004,0.004,0.0,6.3,18.8
218,1951-06-21,71.2,57.8,0.0,0.0,0.0,10.8,19.7
219,1951-06-22,77.3,64.2,0.004,0.004,0.0,16.2,32.7
220,1951-06-23,81.6,67.2,0.0,0.0,0.0,14.6,23.7
221,1951-06-24,74.2,59.0,0.02,0.02,0.0,14.6,29.3
222,1951-06-25,66.5,56.3,0.268,0.268,0.0,6.8,15.0
223,1951-06-26,69.4,52.7,0.173,0.173,0.0,10.3,23.9
224,1951-06-27,64.2,54.3,0.051,0.051,0.0,14.4,33.8
225,1951-06-28,65.7,53.7,0.047,0.047,0.0,9.4,24.8
226,1951-06-29,59.8,52.6,0.0,0.0,0.0,11.5,23.5
227,1951-06-30,64.6,51.5,0.0,0.0,0.0,8.6,18.3
228,1951-07-01,71.1,52.1,0.0,0.0,0.0,4.7,9.2
229,1951-07-02,72.1,59.6,0.0,0.0,0.0,10.0,20.1
230,1951-07-03,70.6,58.9,0.016,0.016,0.0,11.8,24.4
231,1951-07-04,63.6,50.0,0.339,0.339,0.0,16.7,32.2
232,1951-07-05,61.7,47.0,0.0,0.0,0.0,17.9,34.4
233,1951-07-06,63.2,54.1,0.102,0.102,0.0,11.4,23.9
234,1951-07-07,73.3,56.3,0.012,0.012,0.0,10.8,21.0
235,1951-07-08,77.5,64.8,0.004,0.004,0.0,9.9,14.3
236,1951-07-09,75.7,56.7,0.008,0.008,0.0,12.0,23.7
237,1951-07-10,77.4,61.7,0.0,0.0,0.0,10.0,20.6
238,1951-07-11,85.9,69.1,0.063,0.063,0.0,11.7,23.0
239,1951-07-12,78.1,59.3,0.0,0.0,0.0,9.0,19.0
240,1951-07-13,79.9,62.5,0.02,0.02,0.0,9.8,19.0
241,1951-07-14,73.0,60.9,0.583,0.583,0.0,9.4,18.1
242,1951-07-15,74.6,59.4,0.354,0.354,0.0,10.6,19.5
243,1951-07-16,67.9,54.0,0.0,0.0,0.0,12.7,23.9
244,1951-07-17,71.5,57.0,0.0,0.0,0.0,11.4,21.0
245,1951-07-18,66.0,53.9,0.012,0.012,0.0,15.6,30.0
246,1951-07-19,67.4,56.8,0.012,0.012,0.0,16.1,31.5
247,1951-07-20,69.4,55.7,0.02,0.02,0.0,15.6,30.9
248,1951-07-21,68.4,51.0,0.0,0.0,0.0,12.7,25.5
249,1951-07-22,65.2,55.7,0.0,0.0,0.0,7.6,17.4
250,1951-07-23,68.6,58.3,0.051,0.051,0.0,7.5,17.7
251,1951-07-24,74.7,60.1,0.122,0.122,0.0,8.3,16.6
252,1951-07-25,71.3,55.7,0.008,0.008,0.0,8.5,18.6
253,1951-07-26,71.1,50.6,0.031,0.031,0.0,8.8,18.6
254,1951-07-27,72.4,58.7,0.0,0.0,0.0,6.8,17.4
255,1951-07-28,76.2,63.8,0.0,0.0,0.0,6.1,12.8
256,1951-07-29,72.6,56.6,0.0,0.0,0.0,7.3,18.8
257,1951-07-30,73.3,54.5,0.0,0.0,0.0,6.5,15.0
258,1951-07-31,78.1,63.1,0.0,0.0,0.0,9.4,19.2
259,1951-08-01,85.5,67.2,0.008,0.008,0.0,9.5,19.2
260,1951-08-02,78.6,64.8,0.165,0.165,0.0,7.3,18.1
261,1951-08-03,76.3,65.6,0.02,0.02,0.0,9.2,19.0
262,1951-08-04,79.0,65.2,0.327,0.327,0.0,10.9,22.1
263,1951-08-05,75.8,58.2,0.055,0.055,0.0,9.2,21.0
264,1951-08-06,74.9,62.6,0.004,0.004,0.0,7.3,15.7
265,1951-08-07,82.8,64.9,0.028,0.028,0.0,8.5,19.5
266,1951-08-08,78.0,60.2,0.075,0.075,0.0,10.2,23.5
267,1951-08-09,74.3,60.4,0.039,0.039,0.0,17.5,29.5
268,1951-08-10,68.9,56.2,0.043,0.043,0.0,17.5,35.3
269,1951-08-11,68.4,58.0,0.059,0.059,0.0,15.0,26.6
270,1951-08-12,76.6,62.4,0.0,0.0,0.0,15.8,29.1
271,1951-08-13,70.8,55.2,0.004,0.004,0.0,13.8,27.5
272,1951-08-14,65.2,52.1,0.157,0.157,0.0,8.3,15.4
273,1951-08-15,67.7,54.1,0.004,0.004,0.0,8.3,19.0
274,1951-08-16,68.7,48.9,0.016,0.016,0.0,6.6,14.3
275,1951-08-17,65.6,51.7,0.0,0.0,0.0,6.9,15.4
276,1951-08-18,70.2,53.9,0.0,0.0,0.0,7.3,14.1
277,1951-08-19,75.5,61.1,0.0,0.0,0.0,11.8,23.9
278,1951-08-20,77.4,61.6,0.016,0.016,0.0,10.3,20.8
279,1951-08-21,77.4,61.1,0.047,0.047,0.0,11.2,21.3
280,1951-08-22,69.1,59.9,0.012,0.012,0.0,8.5,18.3
281,1951-08-23,68.3,51.9,0.02,0.02,0.0,9.8,20.1
282,1951-08-24,75.1,51.7,0.0,0.0,0.0,6.3,17.7
283,1951-08-25,74.9,57.1,0.0,0.0,0.0,5.4,12.8
284,1951-08-26,78.6,59.4,0.047,0.047,0.0,5.7,17.2
285,1951-08-27,75.9,58.6,0.004,0.004,0.0,11.8,23.5
286,1951-08-28,76.0,57.9,0.0,0.0,0.0,15.1,28.9
287,1951-08-29,84.7,62.0,0.0,0.0,0.0,8.8,17.7
288,1951-08-30,85.9,65.4,0.0,0.0,0.0,10.9,20.8
289,1951-08-31,76.0,55.5,1.189,1.189,0.0,12.0,24.8
290,1951-09-01,67.7,52.1,0.063,0.063,0.0,12.7,25.5
291,1951-09-02,69.7,52.6,0.039,0.039,0.0,14.2,26.6
292,1951-09-03,62.0,55.7,0.126,0.126,0.0,13.3,25.3
293,1951-09-04,68.3,56.3,0.0,0.0,0.0,6.4,14.5
294,1951-09-05,75.6,59.3,0.0,0.0,0.0,7.2,12.8
295,1951-09-06,82.7,61.0,0.0,0.0,0.0,9.6,19.0
296,1951-09-07,79.6,63.4,0.0,0.0,0.0,7.2,16.3
297,1951-09-08,71.0,57.5,0.028,0.028,0.0,9.3,16.1
298,1951-09-09,70.3,53.8,0.0,0.0,0.0,9.6,17.9
299,1951-09-10,71.0,55.3,0.0,0.0,0.0,11.6,23.0
300,1951-09-11,74.1,57.6,0.028,0.028,0.0,8.4,17.7
301,1951-09-12,73.2,60.3,0.0,0.0,0.0,6.5,14.1
302,1951-09-13,84.0,63.7,0.0,0.0,0.0,7.9,15.9
303,1951-09-14,73.4,50.7,0.276,0.276,0.0,15.2,30.2
304,1951-09-15,68.3,55.5,0.0,0.0,0.0,9.0,17.7
305,1951-09-16,66.6,53.7,0.091,0.091,0.0,11.9,23.0
306,1951-09-17,61.0,49.4,0.02,0.02,0.0,12.4,23.5
307,1951-09-18,58.5,50.1,0.083,0.083,0.0,14.6,26.6
308,1951-09-19,59.6,47.6,0.039,0.039,0.0,15.2,34.4
309,1951-09-20,59.1,45.8,0.016,0.016,0.0,12.7,25.1
310,1951-09-21,56.8,45.2,0.016,0.016,0.0,8.9,17.2
311,1951-09-22,54.6,45.4,0.0,0.0,0.0,7.3,15.7
312,1951-09-23,63.5,50.6,0.0,0.0,0.0,9.8,21.9
313,1951-09-24,60.6,45.8,0.26,0.26,0.0,13.2,25.3
314,1951-09-25,65.4,50.3,0.0,0.0,0.0,8.5,14.5
315,1951-09-26,68.8,53.0,0.236,0.236,0.0,7.8,16.8
316,1951-09-27,61.9,52.2,0.008,0.008,0.0,8.7,18.8
317,1951-09-28,64.5,48.9,0.0,0.0,0.0,6.5,13.0
318,1951-09-29,65.7,53.3,0.0,0.0,0.0,9.3,17.4
319,1951-09-30,63.8,52.4,0.0,0.0,0.0,11.5,20.6
320,1951-10-01,62.4,50.3,0.0,0.0,0.0,16.0,28.9
321,1951-10-02,61.9,45.0,0.0,0.0,0.0,10.1,20.6
322,1951-10-03,58.2,46.5,0.0,0.0,0.0,5.8,12.8
323,1951-10-04,60.7,42.9,0.0,0.0,0.0,6.4,10.7
324,1951-10-05,58.4,44.7,0.0,0.0,0.0,8.6,15.7
325,1951-10-06,52.6,41.1,0.0,0.0,0.0,10.6,22.1
326,1951-10-07,52.8,37.3,0.0,0.0,0.0,10.6,22.6
327,1951-10-08,53.4,35.1,0.0,0.0,0.0,9.3,19.9
328,1951-10-09,54.8,34.3,0.0,0.0,0.0,5.8,14.8
329,1951-10-10,54.9,37.1,0.0,0.0,0.0,5.5,10.7
330,1951-10-11,52.2,34.2,0.0,0.0,0.0,6.9,12.5
331,1951-10-12,57.3,39.0,0.0,0.0,0.0,11.2,21.9
332,1951-10-13,56.3,40.5,0.0,0.0,0.0,11.2,22.8
333,1951-10-14,59.3,39.9,0.0,0.0,0.0,11.0,22.1
334,1951-10-15,55.0,38.0,0.0,0.0,0.0,10.1,20.6
335,1951-10-16,53.7,37.5,0.0,0.0,0.0,9.6,19.5
336,1951-10-17,56.3,33.0,0.0,0.0,0.0,8.3,18.6
337,1951-10-18,54.5,35.5,0.0,0.0,0.0,5.9,12.3
338,1951-10-19,53.6,33.8,0.0,0.0,0.0,6.1,12.1
339,1951-10-20,53.4,34.4,0.0,0.0,0.0,7.7,17.4
340,1951-10-21,59.6,37.8,0.024,0.024,0.0,7.9,17.0
341,1951-10-22,59.2,45.8,0.185,0.185,0.0,12.7,24.2
342,1951-10-23,46.2,44.1,0.012,0.012,0.0,10.9,20.4
343,1951-10-24,50.9,39.6,0.004,0.004,0.0,9.5,18.6
344,1951-10-25,52.0,42.0,0.0,0.0,0.0,6.9,15.4
345,1951-10-26,54.2,38.1,0.0,0.0,0.0,7.7,15.9
346,1951-10-27,52.9,38.6,0.0,0.0,0.0,10.6,19.7
347,1951-10-28,54.5,39.6,0.0,0.0,0.0,10.1,20.6
348,1951-10-29,52.5,33.5,0.0,0.0,0.0,10.1,21.3
349,1951-10-30,54.3,35.1,0.0,0.0,0.0,8.5,14.5
350,1951-10-31,52.1,42.6,0.051,0.051,0.0,8.5,15.7
351,1951-11-01,49.2,44.4,0.228,0.228,0.0,7.9,14.8
352,1951-11-02,45.4,35.1,0.051,0.051,0.0,10.8,19.9
353,1951-11-03,49.2,36.2,0.0,0.0,0.0,6.4,13.6
354,1951-11-04,47.6,36.1,0.0,0.0,0.0,5.6,10.1
355,1951-11-05,50.2,35.9,0.0,0.0,0.0,12.9,24.6
356,1951-11-06,49.3,41.6,0.0,0.0,0.0,16.8,31.8
357,1951-11-07,51.6,38.1,0.004,0.004,0.0,11.6,20.1
358,1951-11-08,53.8,38.5,0.031,0.031,0.0,9.4,18.3
359,1951-11-09,53.2,41.9,0.016,0.016,0.0,4.5,10.7
360,1951-11-10,54.9,41.8,0.0,0.0,0.0,13.4,21.9
361,1951-11-11,50.9,40.7,0.071,0.071,0.0,10.6,19.9
362,1951-11-12,53.4,44.6,0.602,0.602,0.0,15.7,30.2
363,1951-11-13,47.8,44.9,0.362,0.362,0.0,16.4,29.3
364,1951-11-14,45.5,40.8,0.209,0.209,0.0,9.7,18.1
365,1951-11-15,44.1,38.7,0.039,0.039,0.0,8.6,15.2
366,1951-11-16,49.9,43.7,0.11,0.11,0.0,8.3,16.3
367,1951-11-17,49.4,40.4,0.0,0.0,0.0,8.0,15.0
368,1951-11-18,52.4,39.8,0.0,0.0,0.0,10.2,17.9
369,1951-11-19,49.5,39.5,0.0,0.0,0.0,10.5,19.7
370,1951-11-20,48.5,39.6,0.028,0.028,0.0,9.2,17.0
371,1951-11-21,51.4,41.5,0.008,0.008,0.0,14.9,27.5
372,1951-11-22,48.4,40.6,0.0,0.0,0.0,11.7,25.1
373,1951-11-23,45.8,38.7,0.0,0.0,0.0,12.0,21.9
374,1951-11-24,53.9,39.0,0.169,0.169,0.0,18.8,35.1
375,1951-11-25,53.9,36.3,0.189,0.189,0.0,19.0,36.2
