,time,temperature_2m_max,temperature_2m_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max
3479,1960-05-25,58.5,45.1,0.0,0.0,0.0,16.7,35.3
3480,1960-05-26,57.5,39.6,0.165,0.165,0.0,15.6,31.3
3481,1960-05-27,59.5,43.8,0.0,0.0,0.0,5.6,13.9
3482,1960-05-28,66.3,52.1,0.0,0.0,0.0,6.2,11.0
3483,1960-05-29,66.6,50.3,0.008,0.008,0.0,6.5,13.6
3484,1960-05-30,63.4,52.7,0.386,0.386,0.0,8.1,17.7
3485,1960-05-31,63.1,48.1,0.004,0.004,0.0,6.6,13.2
3486,1960-06-01,65.1,47.8,0.0,0.0,0.0,5.4,11.0
3487,1960-06-02,69.4,48.3,0.0,0.0,0.0,7.2,16.1
3488,1960-06-03,71.9,51.7,0.0,0.0,0.0,7.7,16.1
3489,1960-06-04,72.8,55.6,0.004,0.004,0.0,8.0,16.8
3490,1960-06-05,74.8,55.2,0.004,0.004,0.0,4.9,9.8
3491,1960-06-06,76.9,57.5,0.059,0.059,0.0,6.4,12.1
3492,1960-06-07,78.8,52.8,0.228,0.228,0.0,11.0,21.9
3493,1960-06-08,71.3,59.0,0.173,0.173,0.0,7.5,14.5
3494,1960-06-09,78.9,59.2,0.079,0.079,0.0,12.2,23.7
3495,1960-06-10,71.5,57.5,0.043,0.043,0.0,14.3,25.5
3496,1960-06-11,65.3,54.9,0.008,0.008,0.0,14.3,27.7
3497,1960-06-12,69.0,59.4,0.035,0.035,0.0,13.2,26.6
3498,1960-06-13,77.9,60.2,0.394,0.394,0.0,9.4,25.1
3499,1960-06-14,66.5,53.9,0.071,0.071,0.0,10.0,18.6
3500,1960-06-15,68.1,49.9,0.055,0.055,0.0,7.3,16.3
3501,1960-06-16,68.8,57.6,0.008,0.008,0.0,9.4,19.7
3502,1960-06-17,69.7,56.0,0.028,0.028,0.0,14.7,30.4
3503,1960-06-18,75.2,61.6,0.004,0.004,0.0,11.5,23.0
3504,1960-06-19,69.0,53.4,0.134,0.134,0.0,15.6,28.0
3505,1960-06-20,63.7,52.7,0.031,0.031,0.0,17.2,38.3
3506,1960-06-21,66.4,52.0,0.0,0.0,0.0,9.8,20.4
3507,1960-06-22,71.0,53.8,0.0,0.0,0.0,6.4,15.0
3508,1960-06-23,76.2,58.0,0.0,0.0,0.0,8.1,15.4
3509,1960-06-24,75.5,59.0,0.0,0.0,0.0,8.8,18.6
3510,1960-06-25,78.5,59.8,0.0,0.0,0.0,11.9,23.9
3511,1960-06-26,80.3,58.9,0.0,0.0,0.0,7.7,17.4
3512,1960-06-27,78.3,54.7,0.051,0.051,0.0,14.7,28.9
3513,1960-06-28,63.6,51.3,0.043,0.043,0.0,23.3,34.4
3514,1960-06-29,57.5,51.2,0.193,0.193,0.0,23.2,37.4
3515,1960-06-30,58.9,48.5,0.071,0.071,0.0,17.3,31.3
3516,1960-07-01,58.6,48.7,0.063,0.063,0.0,15.7,32.2
3517,1960-07-02,60.7,51.6,0.016,0.016,0.0,15.7,31.8
3518,1960-07-03,61.3,49.6,0.335,0.335,0.0,16.6,30.6
3519,1960-07-04,63.8,49.5,0.185,0.185,0.0,16.4,31.1
3520,1960-07-05,66.0,56.4,0.083,0.083,0.0,11.8,24.4
3521,1960-07-06,69.1,56.6,0.11,0.11,0.0,15.3,34.4
3522,1960-07-07,70.3,52.7,0.008,0.008,0.0,10.7,28.2
3523,1960-07-08,74.8,56.7,0.248,0.248,0.0,11.4,25.5
3524,1960-07-09,67.4,52.4,0.0,0.0,0.0,14.4,26.2
3525,1960-07-10,71.7,59.5,0.035,0.035,0.0,8.9,17.2
3526,1960-07-11,75.2,59.4,0.075,0.075,0.0,9.1,19.9
3527,1960-07-12,70.1,55.0,0.012,0.012,0.0,12.0,25.3
3528,1960-07-13,69.7,53.9,0.004,0.004,0.0,8.1,17.4
3529,1960-07-14,75.9,60.3,0.012,0.012,0.0,10.1,21.5
3530,1960-07-15,74.5,61.0,0.323,0.323,0.0,4.9,14.5
3531,1960-07-16,67.9,54.4,0.496,0.496,0.0,10.5,24.2
3532,1960-07-17,73.6,62.5,0.016,0.016,0.0,10.9,18.6
3533,1960-07-18,75.1,55.8,0.016,0.016,0.0,13.2,26.6
3534,1960-07-19,76.0,60.8,0.0,0.0,0.0,9.7,19.2
3535,1960-07-20,73.7,57.5,0.004,0.004,0.0,9.2,21.3
3536,1960-07-21,68.3,54.2,0.213,0.213,0.0,6.5,14.3
3537,1960-07-22,68.6,53.0,0.091,0.091,0.0,6.7,17.2
3538,1960-07-23,64.9,49.1,0.102,0.102,0.0,7.8,16.8
3539,1960-07-24,65.2,52.8,0.15,0.15,0.0,13.9,30.9
3540,1960-07-25,71.3,57.9,0.0,0.0,0.0,10.4,22.8
3541,1960-07-26,69.3,53.5,0.035,0.035,0.0,8.6,18.3
3542,1960-07-27,69.6,53.5,0.0,0.0,0.0,14.1,25.7
3543,1960-07-28,70.0,56.3,0.0,0.0,0.0,12.1,26.2
3544,1960-07-29,71.2,56.2,0.035,0.035,0.0,11.2,22.8
3545,1960-07-30,81.3,63.3,0.0,0.0,0.0,10.7,21.7
3546,1960-07-31,82.1,64.6,0.0,0.0,0.0,9.0,17.7
3547,1960-08-01,83.7,58.6,0.047,0.047,0.0,12.9,23.0
3548,1960-08-02,62.4,50.4,0.051,0.051,0.0,13.2,24.6
3549,1960-08-03,69.4,54.3,0.083,0.083,0.0,10.7,22.6
3550,1960-08-04,62.0,55.1,0.157,0.157,0.0,13.1,26.8
3551,1960-08-05,72.8,53.3,0.059,0.059,0.0,4.7,18.6
3552,1960-08-06,70.0,58.0,0.02,0.02,0.0,10.9,22.4
3553,1960-08-07,68.6,52.3,0.035,0.035,0.0,12.3,24.4
3554,1960-08-08,70.1,52.4,0.004,0.004,0.0,8.0,18.1
3555,1960-08-09,71.7,57.1,0.004,0.004,0.0,8.7,19.9
3556,1960-08-10,68.1,56.7,0.031,0.031,0.0,11.0,22.4
3557,1960-08-11,69.8,59.2,0.055,0.055,0.0,13.9,28.2
3558,1960-08-12,69.1,58.5,0.126,0.126,0.0,10.0,19.0
3559,1960-08-13,65.4,49.7,0.016,0.016,0.0,13.9,29.5
3560,1960-08-14,65.5,50.0,0.0,0.0,0.0,6.0,14.5
3561,1960-08-15,68.8,55.7,0.437,0.437,0.0,10.9,21.7
3562,1960-08-16,67.3,52.5,0.051,0.051,0.0,11.9,28.6
3563,1960-08-17,68.3,57.7,0.0,0.0,0.0,7.4,17.0
3564,1960-08-18,67.0,58.8,0.343,0.343,0.0,10.6,23.3
3565,1960-08-19,66.7,54.0,0.031,0.031,0.0,18.9,34.9
3566,1960-08-20,66.0,53.8,0.031,0.031,0.0,13.9,28.4
3567,1960-08-21,66.0,52.1,0.043,0.043,0.0,10.5,22.1
3568,1960-08-22,74.5,59.4,0.075,0.075,0.0,7.5,14.8
3569,1960-08-23,77.1,55.5,0.008,0.008,0.0,11.2,27.7
3570,1960-08-24,73.6,57.8,0.0,0.0,0.0,6.7,21.3
3571,1960-08-25,76.0,60.8,0.02,0.02,0.0,8.5,17.0
3572,1960-08-26,82.7,64.0,0.012,0.012,0.0,5.7,9.6
3573,1960-08-27,86.6,65.8,0.11,0.11,0.0,8.5,18.3
3574,1960-08-28,76.4,62.0,0.469,0.469,0.0,10.6,19.7
3575,1960-08-29,71.0,59.6,0.071,0.071,0.0,11.7,24.6
3576,1960-08-30,68.3,55.6,0.26,0.26,0.0,13.1,29.8
3577,1960-08-31,63.2,53.8,0.043,0.043,0.0,15.7,32.2
3578,1960-09-01,63.8,49.7,0.28,0.28,0.0,12.2,28.9
3579,1960-09-02,62.7,49.8,0.091,0.091,0.0,13.0,29.3
3580,1960-09-03,69.4,56.0,0.087,0.087,0.0,15.5,30.0
3581,1960-09-04,69.0,53.0,0.055,0.055,0.0,11.5,24.2
3582,1960-09-05,63.4,46.8,0.008,0.008,0.0,11.4,22.8
3583,1960-09-06,60.2,48.9,0.122,0.122,0.0,10.4,25.3
3584,1960-09-07,59.5,43.1,0.02,0.02,0.0,14.0,29.1
3585,1960-09-08,60.5,42.8,0.004,0.004,0.0,9.9,20.8
3586,1960-09-09,64.8,51.3,0.012,0.012,0.0,6.9,17.0
3587,1960-09-10,64.2,53.5,0.012,0.012,0.0,9.5,19.9
3588,1960-09-11,67.7,47.3,0.02,0.02,0.0,5.0,11.6
3589,1960-09-12,69.2,52.7,0.0,0.0,0.0,7.7,15.7
3590,1960-09-13,71.0,52.2,0.0,0.0,0.0,9.4,18.1
3591,1960-09-14,71.0,52.9,0.0,0.0,0.0,10.6,19.5
3592,1960-09-15,70.9,54.5,0.0,0.0,0.0,11.2,21.5
3593,1960-09-16,72.1,56.6,0.0,0.0,0.0,17.1,34.4
3594,1960-09-17,75.2,57.6,0.0,0.0,0.0,14.5,28.9
3595,1960-09-18,71.7,57.1,0.0,0.0,0.0,5.9,12.1
3596,1960-09-19,71.7,58.4,0.098,0.098,0.0,9.6,14.3
3597,1960-09-20,66.8,51.4,0.012,0.012,0.0,12.8,24.6
3598,1960-09-21,64.4,45.6,0.0,0.0,0.0,8.5,17.2
3599,1960-09-22,63.5,51.2,0.051,0.051,0.0,5.5,11.6
3600,1960-09-23,66.9,50.2,0.016,0.016,0.0,5.6,12.5
3601,1960-09-24,64.7,44.2,0.0,0.0,0.0,5.2,11.6
3602,1960-09-25,65.4,48.3,0.02,0.02,0.0,9.2,17.0
3603,1960-09-26,60.4,45.1,0.0,0.0,0.0,10.6,21.7
3604,1960-09-27,54.1,44.9,0.268,0.268,0.0,11.7,22.8
3605,1960-09-28,53.1,45.1,0.059,0.059,0.0,10.7,22.6
3606,1960-09-29,53.5,44.5,0.039,0.039,0.0,8.6,18.8
3607,1960-09-30,52.7,45.1,0.024,0.024,0.0,12.1,23.3
3608,1960-10-01,50.1,43.3,0.28,0.28,0.0,12.3,23.7
3609,1960-10-02,58.3,44.9,0.0,0.0,0.0,12.3,22.6
3610,1960-10-03,55.6,46.2,0.0,0.0,0.0,14.3,27.3
3611,1960-10-04,64.9,51.2,0.0,0.0,0.0,11.0,22.6
3612,1960-10-05,63.9,45.8,0.0,0.0,0.0,8.3,15.9
3613,1960-10-06,65.7,50.2,0.004,0.004,0.0,9.2,17.2
3614,1960-10-07,63.3,54.7,0.031,0.031,0.0,6.1,12.3
3615,1960-10-08,58.4,47.6,0.177,0.177,0.0,9.6,18.8
3616,1960-10-09,61.1,48.3,0.142,0.142,0.0,7.8,17.0
3617,1960-10-10,58.8,49.1,0.016,0.016,0.0,11.6,25.7
3618,1960-10-11,56.3,49.0,0.067,0.067,0.0,11.4,23.3
3619,1960-10-12,52.3,44.3,0.063,0.063,0.0,15.0,27.5
3620,1960-10-13,49.0,44.9,0.031,0.031,0.0,7.8,15.9
3621,1960-10-14,52.1,42.2,0.043,0.043,0.0,9.1,19.7
3622,1960-10-15,50.6,41.3,0.165,0.165,0.0,14.9,25.7
3623,1960-10-16,46.7,44.0,0.409,0.409,0.0,16.7,27.3
3624,1960-10-17,47.6,41.0,0.807,0.807,0.0,15.2,29.1
3625,1960-10-18,44.0,37.7,0.094,0.094,0.0,15.8,28.4
3626,1960-10-19,48.1,39.0,0.008,0.008,0.0,8.0,16.1
3627,1960-10-20,53.1,41.2,0.0,0.0,0.0,12.8,22.4
3628,1960-10-21,47.9,41.9,0.476,0.476,0.0,13.9,24.8
3629,1960-10-22,50.1,42.5,0.0,0.0,0.0,9.7,18.3
3630,1960-10-23,54.9,45.4,0.098,0.098,0.0,11.0,21.3
3631,1960-10-24,60.6,49.6,0.0,0.0,0.0,5.2,11.4
3632,1960-10-25,58.4,48.9,0.008,0.008,0.0,12.0,21.0
3633,1960-10-26,51.5,49.1,0.406,0.406,0.0,14.9,31.8
3634,1960-10-27,50.0,41.8,0.673,0.673,0.0,14.2,26.6
3635,1960-10-28,55.8,45.4,0.0,0.0,0.0,9.2,17.0
3636,1960-10-29,55.6,45.3,0.012,0.012,0.0,11.7,24.8
3637,1960-10-30,54.0,44.8,0.118,0.118,0.0,11.7,17.2
3638,1960-10-31,48.5,42.5,0.126,0.126,0.0,6.1,12.5
3639,1960-11-01,53.9,44.5,0.339,0.339,0.0,13.8,24.8
3640,1960-11-02,58.1,45.8,0.031,0.031,0.0,18.9,34.7
3641,1960-11-03,56.0,45.7,0.0,0.0,0.0,12.9,24.4
3642,1960-11-04,58.5,47.4,0.0,0.0,0.0,12.5,23.5
3643,1960-11-05,50.6,45.5,0.008,0.008,0.0,10.4,19.7
3644,1960-11-06,50.6,41.8,0.039,0.039,0.0,12.4,23.7
3645,1960-11-07,45.3,34.9,0.016,0.016,0.0,9.5,18.8
3646,1960-11-08,39.5,27.9,0.016,0.016,0.0,7.3,11.6
3647,1960-11-09,38.7,26.0,0.0,0.0,0.0,8.9,16.8
3648,1960-11-10,40.0,28.4,0.0,0.0,0.0,9.2,17.9
3649,1960-11-11,46.1,36.8,0.043,0.043,0.0,9.6,17.0
3650,1960-11-12,43.4,33.9,0.012,0.012,0.0,8.1,16.1
3651,1960-11-13,44.0,36.4,0.193,0.193,0.0,9.4,17.2
3652,1960-11-14,48.0,41.4,0.0,0.0,0.0,10.0,17.9
3653,1960-11-15,50.1,43.7,0.055,0.055,0.0,7.5,15.7
3654,1960-11-16,48.1,33.4,0.102,0.102,0.0,13.6,25.3
3655,1960-11-17,45.3,32.3,0.098,0.098,0.0,10.6,19.9
3656,1960-11-18,46.8,37.0,0.138,0.138,0.0,13.0,22.1
3657,1960-11-19,45.1,39.5,0.161,0.161,0.0,8.4,16.6
3658,1960-11-20,42.0,34.5,0.031,0.031,0.0,11.2,20.4
3659,1960-11-21,40.6,33.2,0.059,0.059,0.0,12.2,22.4
3660,1960-11-22,44.4,37.1,0.0,0.0,0.0,10.9,21.3
3661,1960-11-23,45.1,36.8,0.083,0.083,0.0,8.2,11.9
3662,1960-11-24,48.5,42.0,0.012,0.012,0.0,10.8,19.5
3663,1960-11-25,53.9,42.3,0.28,0.28,0.0,16.9,31.5
3664,1960-11-26,55.6,48.2,0.177,0.177,0.0,18.8,35.8
3665,1960-11-27,51.4,39.3,0.165,0.165,0.0,13.4,25.7
3666,1960-11-28,43.7,38.6,0.012,0.012,0.0,13.1,23.9
3667,1960-11-29,42.9,38.3,0.016,0.016,0.0,15.2,26.6
3668,1960-11-30,47.6,37.1,0.126,0.126,0.0,13.2,24.4
3669,1960-12-01,46.7,36.8,0.0,0.0,0.0,10.0,19.2
3670,1960-12-02,46.3,36.7,0.0,0.0,0.0,11.2,20.8
3671,1960-12-03,49.6,40.8,0.382,0.382,0.0,21.4,39.1
3672,1960-12-04,51.3,43.8,0.315,0.315,0.0,24.9,48.5
3673,1960-12-05,47.0,39.0,0.012,0.012,0.0,15.9,30.4
3674,1960-12-06,44.3,37.2,0.012,0.012,0.0,6.3,11.2
3675,1960-12-07,43.1,37.4,0.24,0.24,0.0,9.6,16.8
3676,1960-12-08,41.2,36.0,0.0,0.0,0.0,10.6,19.9
3677,1960-12-09,35.3,32.7,0.52,0.067,3.169,12.3,24.8
3678,1960-12-10,36.2,32.1,0.244,0.244,0.0,9.4,19.5
3679,1960-12-11,33.2,22.8,0.024,0.0,0.165,11.1,21.0
3680,1960-12-12,25.8,19.8,0.0,0.0,0.0,8.3,13.6
3681,1960-12-13,29.1,23.4,0.0,0.0,0.0,10.5,18.6
3682,1960-12-14,34.1,29.6,0.098,0.059,0.276,10.8,20.1
3683,1960-12-15,36.5,34.0,0.004,0.004,0.0,5.5,11.9
3684,1960-12-16,37.4,33.9,0.0,0.0,0.0,3.8,7.8
3685,1960-12-17,37.8,34.0,0.0,0.0,0.0,7.4,14.3
3686,1960-12-18,40.0,34.1,0.004,0.004,0.0,9.4,19.0
3687,1960-12-19,34.9,30.1,0.319,0.02,2.094,11.6,23.0
3688,1960-12-20,37.4,33.2,0.028,0.024,0.028,7.3,13.2
3689,1960-12-21,39.8,32.5,0.138,0.138,0.0,7.2,14.3
3690,1960-12-22,35.3,32.1,0.138,0.047,0.634,13.3,25.7
3691,1960-12-23,35.1,21.5,0.0,0.0,0.0,8.7,17.7
3692,1960-12-24,32.5,20.2,0.0,0.0,0.0,7.9,13.4
3693,1960-12-25,32.9,21.8,0.024,0.0,0.165,10.3,19.2
3694,1960-12-26,36.8,33.4,0.035,0.024,0.083,12.6,23.0
3695,1960-12-27,38.9,31.1,0.012,0.012,0.0,8.5,15.7
3696,1960-12-28,36.1,29.8,0.035,0.016,0.138,3.2,5.4
3697,1960-12-29,34.0,30.8,0.008,0.0,0.055,2.7,6.5
3698,1960-12-30,31.7,26.8,0.0,0.0,0.0,7.3,13.6
3699,1960-12-31,34.4,27.7,0.035,0.0,0.248,7.5,15.0
3700,1961-01-01,37.2,31.6,0.0,0.0,0.0,6.5,12.8
3701,1961-01-02,36.0,31.4,0.067,0.02,0.331,13.4,26.6
3702,1961-01-03,43.0,33.7,0.165,0.075,0.634,16.7,29.8
3703,1961-01-04,38.0,31.8,0.008,0.008,0.0,8.8,15.9
3704,1961-01-05,37.7,32.2,0.047,0.039,0.055,12.3,23.0
3705,1961-01-06,36.7,31.1,0.004,0.004,0.0,11.9,23.3
3706,1961-01-07,37.6,32.4,0.051,0.051,0.0,8.6,16.8
3707,1961-01-08,38.7,32.3,0.138,0.122,0.11,11.3,21.7
3708,1961-01-09,37.4,33.9,0.039,0.039,0.0,8.4,16.6
3709,1961-01-10,36.8,32.6,0.114,0.114,0.0,12.5,23.7
3710,1961-01-11,35.3,27.8,0.059,0.039,0.138,10.6,19.9
3711,1961-01-12,31.4,23.1,0.0,0.0,0.0,8.8,17.7
3712,1961-01-13,35.0,30.0,0.157,0.15,0.055,9.4,18.1
3713,1961-01-14,36.8,25.4,0.142,0.075,0.469,6.6,12.8
3714,1961-01-15,28.7,27.0,0.008,0.0,0.055,3.0,8.5
3715,1961-01-16,32.6,26.6,0.0,0.0,0.0,9.4,17.9
3716,1961-01-17,27.7,15.2,0.0,0.0,0.0,10.7,20.6
3717,1961-01-18,23.5,14.2,0.0,0.0,0.0,10.9,21.5
3718,1961-01-19,25.7,15.3,0.0,0.0,0.0,10.0,20.1
3719,1961-01-20,30.4,17.9,0.0,0.0,0.0,8.9,17.9
3720,1961-01-21,30.1,22.4,0.016,0.0,0.11,7.8,14.3
3721,1961-01-22,33.5,29.2,0.378,0.016,2.535,7.9,14.5
3722,1961-01-23,30.7,12.1,0.063,0.0,0.441,13.0,24.2
3723,1961-01-24,22.7,9.4,0.0,0.0,0.0,11.0,18.3
3724,1961-01-25,17.5,1.3,0.0,0.0,0.0,13.5,24.6
3725,1961-01-26,12.4,-6.2,0.0,0.0,0.0,9.9,18.6
3726,1961-01-27,20.9,-6.8,0.0,0.0,0.0,10.5,19.0
3727,1961-01-28,41.2,15.3,0.004,0.004,0.0,16.5,28.6
3728,1961-01-29,43.1,38.5,0.055,0.055,0.0,19.1,43.0
3729,1961-01-30,45.2,38.0,0.232,0.232,0.0,18.8,36.5
3730,1961-01-31,43.1,34.1,0.15,0.15,0.0,13.6,29.8
3731,1961-02-01,38.8,34.5,0.138,0.138,0.0,16.3,30.6
3732,1961-02-02,41.3,31.4,0.043,0.043,0.0,13.2,24.8
3733,1961-02-03,36.4,30.8,0.031,0.028,0.028,10.5,18.8
3734,1961-02-04,36.2,29.4,0.071,0.0,0.496,10.5,20.1
3735,1961-02-05,35.9,25.5,0.012,0.0,0.083,10.7,20.4
3736,1961-02-06,42.7,32.7,0.047,0.031,0.11,13.7,25.5
3737,1961-02-07,45.5,36.5,0.087,0.087,0.0,17.4,32.7
3738,1961-02-08,41.9,31.2,0.209,0.209,0.0,13.1,21.9
3739,1961-02-09,47.9,36.6,0.315,0.315,0.0,17.9,32.2
3740,1961-02-10,42.8,36.6,0.035,0.035,0.0,12.7,23.9
3741,1961-02-11,44.3,40.8,0.362,0.362,0.0,14.3,29.5
3742,1961-02-12,45.5,37.9,0.039,0.039,0.0,13.0,24.6
3743,1961-02-13,46.2,37.3,0.0,0.0,0.0,5.5,11.0
3744,1961-02-14,51.0,31.1,0.0,0.0,0.0,7.3,17.2
3745,1961-02-15,54.2,31.1,0.0,0.0,0.0,9.5,17.0
3746,1961-02-16,45.2,33.1,0.0,0.0,0.0,7.5,15.9
3747,1961-02-17,50.9,28.4,0.0,0.0,0.0,6.4,9.8
3748,1961-02-18,50.7,29.6,0.012,0.012,0.0,8.0,16.6
3749,1961-02-19,46.5,39.7,0.012,0.012,0.0,11.5,21.9
3750,1961-02-20,42.0,36.9,0.0,0.0,0.0,4.8,9.4
3751,1961-02-21,43.1,28.5,0.0,0.0,0.0,5.8,13.0
3752,1961-02-22,46.5,29.1,0.0,0.0,0.0,7.6,14.8
3753,1961-02-23,44.9,31.1,0.0,0.0,0.0,10.6,20.8
3754,1961-02-24,47.6,33.2,0.02,0.02,0.0,10.2,20.4
3755,1961-02-25,52.5,33.3,0.0,0.0,0.0,10.5,19.0
3756,1961-02-26,53.4,34.5,0.004,0.004,0.0,10.7,17.2
3757,1961-02-27,55.3,46.5,0.409,0.409,0.0,14.3,28.0
3758,1961-02-28,55.3,36.8,0.197,0.193,0.028,20.2,34.7
3759,1961-03-01,45.4,33.4,0.024,0.024,0.0,10.3,20.6
3760,1961-03-02,41.8,35.7,0.083,0.083,0.0,11.2,21.3
3761,1961-03-03,46.6,29.2,0.016,0.016,0.0,7.9,17.2
3762,1961-03-04,50.8,31.4,0.0,0.0,0.0,9.0,17.7
3763,1961-03-05,45.6,39.5,0.0,0.0,0.0,9.4,19.0
3764,1961-03-06,49.9,37.6,0.0,0.0,0.0,7.9,16.1
3765,1961-03-07,55.7,32.2,0.0,0.0,0.0,9.4,19.9
3766,1961-03-08,53.6,30.8,0.0,0.0,0.0,7.1,15.9
3767,1961-03-09,58.2,31.3,0.0,0.0,0.0,7.0,15.9
3768,1961-03-10,61.7,35.6,0.0,0.0,0.0,11.4,20.6
3769,1961-03-11,52.3,44.4,0.028,0.028,0.0,13.8,25.5
3770,1961-03-12,60.7,44.6,0.031,0.031,0.0,22.2,42.5
3771,1961-03-13,50.2,44.4,0.094,0.094,0.0,17.5,34.2
3772,1961-03-14,52.4,48.5,0.008,0.008,0.0,13.5,25.7
3773,1961-03-15,55.0,46.5,0.008,0.008,0.0,15.3,28.6
3774,1961-03-16,57.8,37.2,0.0,0.0,0.0,17.3,34.4
3775,1961-03-17,63.4,42.9,0.0,0.0,0.0,15.4,27.1
3776,1961-03-18,52.9,39.0,0.016,0.016,0.0,16.3,32.2
3777,1961-03-19,42.8,25.4,0.051,0.051,0.0,15.3,28.9
3778,1961-03-20,41.3,31.4,0.319,0.165,1.075,19.2,39.4
3779,1961-03-21,42.7,26.8,0.122,0.122,0.0,17.1,37.1
3780,1961-03-22,42.3,29.6,0.051,0.051,0.0,14.0,25.9
3781,1961-03-23,48.4,41.3,0.031,0.031,0.0,16.6,28.9
3782,1961-03-24,52.1,42.9,0.039,0.039,0.0,17.4,33.3
3783,1961-03-25,52.1,40.4,0.024,0.024,0.0,14.6,28.6
3784,1961-03-26,55.2,39.1,0.028,0.028,0.0,19.6,37.1
3785,1961-03-27,45.6,33.3,0.098,0.094,0.028,20.8,45.6
3786,1961-03-28,43.3,36.2,0.327,0.319,0.055,16.4,39.8
3787,1961-03-29,47.6,40.0,0.094,0.094,0.0,18.3,32.9
3788,1961-03-30,49.4,35.6,0.398,0.398,0.0,16.0,31.5
3789,1961-03-31,46.5,32.8,0.008,0.004,0.028,17.1,32.9
3790,1961-04-01,46.8,35.7,0.228,0.138,0.634,17.5,34.9
3791,1961-04-02,43.0,36.4,0.213,0.209,0.028,11.0,19.0
3792,1961-04-03,42.4,34.6,0.11,0.106,0.028,13.6,27.1
3793,1961-04-04,47.9,37.8,0.083,0.083,0.0,14.0,26.4
3794,1961-04-05,64.8,46.3,0.146,0.146,0.0,9.9,16.8
3795,1961-04-06,70.6,53.0,0.0,0.0,0.0,12.8,20.6
3796,1961-04-07,70.8,47.8,0.169,0.169,0.0,10.0,23.9
3797,1961-04-08,48.8,35.7,0.213,0.213,0.0,10.9,20.6
3798,1961-04-09,48.1,35.7,0.024,0.024,0.0,10.1,17.4
3799,1961-04-10,47.6,34.9,0.0,0.0,0.0,11.8,25.3
3800,1961-04-11,56.5,34.5,0.0,0.0,0.0,7.0,14.8
3801,1961-04-12,62.1,42.5,0.0,0.0,0.0,7.0,15.2
3802,1961-04-13,66.3,46.5,0.0,0.0,0.0,7.7,20.1
3803,1961-04-14,74.1,49.3,0.055,0.055,0.0,8.5,18.1
3804,1961-04-15,63.8,44.1,0.118,0.118,0.0,11.4,21.9
3805,1961-04-16,54.5,48.1,0.169,0.169,0.0,7.6,19.0
3806,1961-04-17,59.9,45.9,0.0,0.0,0.0,6.0,13.4
3807,1961-04-18,63.2,41.1,0.016,0.016,0.0,7.6,17.0
3808,1961-04-19,58.4,41.6,0.0,0.0,0.0,8.6,15.9
3809,1961-04-20,58.6,41.7,0.0,0.0,0.0,11.7,24.8
3810,1961-04-21,62.4,47.0,0.0,0.0,0.0,12.8,26.2
3811,1961-04-22,68.5,51.2,0.0,0.0,0.0,11.7,27.3
3812,1961-04-23,67.8,49.6,0.0,0.0,0.0,15.0,28.6
3813,1961-04-24,67.2,47.3,0.0,0.0,0.0,11.3,23.7
3814,1961-04-25,60.3,49.7,0.0,0.0,0.0,12.5,24.8
3815,1961-04-26,63.4,45.9,0.0,0.0,0.0,12.6,25.9
3816,1961-04-27,63.8,47.7,0.173,0.173,0.0,7.7,15.9
3817,1961-04-28,61.9,47.8,0.154,0.154,0.0,8.1,17.2
3818,1961-04-29,61.1,46.5,0.071,0.071,0.0,14.3,24.6
3819,1961-04-30,64.8,46.3,0.102,0.102,0.0,8.0,17.7
3820,1961-05-01,64.0,49.4,0.256,0.256,0.0,6.3,11.9
3821,1961-05-02,63.7,50.5,0.185,0.185,0.0,6.9,17.9
3822,1961-05-03,62.9,45.3,0.232,0.232,0.0,8.2,22.8
3823,1961-05-04,65.1,52.3,0.024,0.024,0.0,8.5,18.6
3824,1961-05-05,72.3,56.0,0.508,0.508,0.0,10.6,23.9
3825,1961-05-06,65.6,53.3,0.11,0.11,0.0,11.1,28.0
3826,1961-05-07,62.0,46.7,0.248,0.248,0.0,13.6,29.5
3827,1961-05-08,57.5,46.1,0.331,0.331,0.0,17.3,39.4
3828,1961-05-09,54.8,45.7,0.358,0.358,0.0,15.7,29.3
3829,1961-05-10,56.3,44.6,0.15,0.15,0.0,15.0,31.8
3830,1961-05-11,55.1,39.3,0.102,0.102,0.0,12.9,27.5
3831,1961-05-12,54.1,42.5,0.114,0.114,0.0,8.9,21.9
3832,1961-05-13,57.6,44.9,0.063,0.063,0.0,14.3,25.1
3833,1961-05-14,54.2,43.4,0.067,0.067,0.0,14.9,30.2
3834,1961-05-15,55.1,41.1,0.02,0.02,0.0,9.0,20.1
3835,1961-05-16,53.2,45.9,0.154,0.154,0.0,13.2,25.9
3836,1961-05-17,58.1,38.3,0.0,0.0,0.0,12.8,25.3
3837,1961-05-18,62.7,45.2,0.0,0.0,0.0,8.5,18.3
3838,1961-05-19,58.4,48.6,0.004,0.004,0.0,13.2,25.1
3839,1961-05-20,57.0,43.7,0.075,0.075,0.0,8.1,16.3
3840,1961-05-21,62.1,44.8,0.091,0.091,0.0,9.2,18.8
3841,1961-05-22,62.3,47.6,0.0,0.0,0.0,7.1,16.8
3842,1961-05-23,62.3,45.7,0.0,0.0,0.0,10.5,22.4
3843,1961-05-24,58.2,46.7,0.0,0.0,0.0,10.0,20.4
3844,1961-05-25,63.6,49.5,0.0,0.0,0.0,7.4,15.0
