validTime,value
2023-11-25T18:00:00+00:00/PT1H,0.0
2023-11-25T19:00:00+00:00/PT1H,1.1111111111111112
2023-11-25T20:00:00+00:00/PT2H,1.6666666666666667
2023-11-25T22:00:00+00:00/PT1H,1.1111111111111112
2023-11-25T23:00:00+00:00/PT1H,0.5555555555555556
2023-11-26T00:00:00+00:00/PT1H,-0.5555555555555556
2023-11-26T01:00:00+00:00/PT1H,-1.1111111111111112
2023-11-26T02:00:00+00:00/PT1H,-2.2222222222222223
2023-11-26T03:00:00+00:00/PT1H,-2.7777777777777777
2023-11-26T04:00:00+00:00/PT1H,-3.3333333333333335
2023-11-26T05:00:00+00:00/PT1H,-3.888888888888889
2023-11-26T06:00:00+00:00/PT1H,-4.444444444444445
2023-11-26T07:00:00+00:00/PT1H,-5.0
2023-11-26T08:00:00+00:00/PT3H,-5.555555555555555
2023-11-26T11:00:00+00:00/PT1H,-6.111111111111111
2023-11-26T12:00:00+00:00/PT1H,-5.555555555555555
2023-11-26T13:00:00+00:00/PT1H,-5.0
2023-11-26T14:00:00+00:00/PT1H,-3.888888888888889
2023-11-26T15:00:00+00:00/PT1H,-2.7777777777777777
2023-11-26T16:00:00+00:00/PT1H,-1.1111111111111112
2023-11-26T17:00:00+00:00/PT1H,1.1111111111111112
2023-11-26T18:00:00+00:00/PT1H,2.7777777777777777
2023-11-26T19:00:00+00:00/PT1H,4.444444444444445
2023-11-26T20:00:00+00:00/PT2H,5.555555555555555
2023-11-26T22:00:00+00:00/PT1H,5.0
2023-11-26T23:00:00+00:00/PT1H,3.3333333333333335
2023-11-27T00:00:00+00:00/PT1H,1.6666666666666667
2023-11-27T01:00:00+00:00/PT1H,0.5555555555555556
2023-11-27T02:00:00+00:00/PT1H,-0.5555555555555556
2023-11-27T03:00:00+00:00/PT1H,-1.1111111111111112
2023-11-27T04:00:00+00:00/PT1H,-1.6666666666666667
2023-11-27T05:00:00+00:00/PT1H,-2.2222222222222223
2023-11-27T06:00:00+00:00/PT1H,-2.7777777777777777
2023-11-27T07:00:00+00:00/PT2H,-3.3333333333333335
2023-11-27T09:00:00+00:00/PT1H,-3.888888888888889
2023-11-27T10:00:00+00:00/PT3H,-4.444444444444445
2023-11-27T13:00:00+00:00/PT1H,-3.888888888888889
2023-11-27T14:00:00+00:00/PT1H,-2.7777777777777777
2023-11-27T15:00:00+00:00/PT1H,-1.6666666666666667
2023-11-27T16:00:00+00:00/PT1H,0.0
2023-11-27T17:00:00+00:00/PT1H,2.2222222222222223
2023-11-27T18:00:00+00:00/PT1H,3.888888888888889
2023-11-27T19:00:00+00:00/PT1H,5.0
2023-11-27T20:00:00+00:00/PT2H,5.555555555555555
2023-11-27T22:00:00+00:00/PT1H,5.0
2023-11-27T23:00:00+00:00/PT1H,3.3333333333333335
2023-11-28T00:00:00+00:00/PT1H,1.6666666666666667
